0.058536	-0.043902	0	
0.058536	-0.043902	0	
0.014634	0.102438	0.175608	
0.082926	0.385362	0.395118	
0.063414	0.517068	0.497556	
-0.082926	0.653652	0.599994	
-0.326826	0.502434	0.604872	
-0.448776	0.185364	0.214632	
-0.46341	0.019512	0.068292	
-0.526824	-0.175608	-0.068292	
-0.492678	-0.26829	-0.117072	
-0.278046	-0.234144	-0.112194	
-0.199998	-0.19512	-0.092682	
-0.112194	-0.126828	-0.058536	
-0.082926	-0.107316	-0.043902	
0.004878	-0.12195	-0.07317	
0.068292	-0.082926	-0.07317	
0.043902	-0.04878	-0.053658	
-0.009756	-0.068292	-0.058536	
0.063414	-0.082926	-0.07317	
0.082926	-0.063414	-0.063414	
0.09756	-0.043902	-0.043902	
0.019512	-0.043902	-0.039024	
0.07317	-0.07317	-0.058536	
0.117072	-0.04878	-0.058536	
0.07317	-0.019512	-0.029268	
0.014634	-0.043902	-0.039024	
0.087804	-0.063414	-0.058536	
0.107316	-0.039024	-0.043902	
0.12195	-0.019512	-0.034146	
0.039024	-0.043902	-0.029268	
0.082926	-0.063414	-0.053658	
0.131706	-0.04878	-0.053658	
0.092682	-0.014634	-0.034146	
0.029268	-0.043902	-0.039024	
0.102438	-0.063414	-0.058536	
0.12195	-0.043902	-0.04878	
0.141462	-0.019512	-0.034146	
0.068292	-0.009756	-0.029268	
0.126828	-0.043902	-0.043902	
0.17073	-0.02439	-0.043902	
0.131706	0.009756	-0.019512	
0.07317	-0.009756	-0.019512	
0.156096	-0.019512	-0.043902	
0.175608	0	-0.029268	
0.19512	0.019512	-0.009756	
0.117072	0.029268	-0.004878	
0.185364	0	-0.019512	
0.234144	0.02439	-0.014634	
0.199998	0.063414	0.014634	
0.14634	0.034146	0.009756	
0.234144	0.034146	0	
0.263412	0.063414	0.014634	
0.29268	0.102438	0.043902	
0.224388	0.107316	0.058536	
0.29268	0.087804	0.043902	
0.346338	0.131706	0.063414	
0.331704	0.180486	0.102438	
0.282924	0.175608	0.112194	
0.36585	0.175608	0.107316	
0.39024	0.204876	0.12195	
0.41463	0.239022	0.151218	
0.346338	0.248778	0.165852	
0.395118	0.224388	0.151218	
0.43902	0.253656	0.156096	
0.395118	0.29268	0.185364	
0.31707	0.263412	0.175608	
0.375606	0.234144	0.14634	
0.380484	0.2439	0.151218	
0.385362	0.253656	0.156096	
0.253656	0.199998	0.126828	
0.2439	0.156096	0.087804	
0.29268	0.14634	0.078048	
0.224388	0.14634	0.078048	
0.12195	0.078048	0.039024	
0.17073	0.039024	0	
0.17073	0.043902	0	
0.175608	0.043902	0	
0.058536	-0.004878	-0.02439	
0.053658	-0.034146	-0.04878	
0.117072	-0.034146	-0.053658	
0.068292	-0.009756	-0.043902	
